Series	year	month	day	data_recorder	data_collector	boat_driver	starttime_hour	starttime_min	endtime_hour	endtime_min	site	surfacetemp_fishfinder_farenheit	depth_ft	airtemp_c	percentcloudcover	precipitation	precip_type	windspeed_kmh	wind_direction	hightide1_hour	hightide1_min	hightide1_m	lowtide1_hour	lowtide1_min	lowtide1_m	hightide2_hour	hightide2_min	hightide2_m	lowtide2_hour	lowtide2_min	lowtide2_m	tek_plants	tek_birds	tek_amphibians	tek_invertebrates	gateactivity1_type	gateactivity1_hour	gateactivity1_min	gateactvity1_notes	gateactivity2_type	gateactivity2_hour	gateactivity2_min	gateactivity2_notes	gateactivity3_type	gateactivity3_hour	gateactivity3_min	gateactivity3_notes	gateactivity4_type	gateactivity4_hour	gateactivity4_min	gateactivity4_notes	gear_type	net_material	meshsize_inch	eelpotnumber	eelpot_bait	eelpot_baittype	gps_waypoint_in	utm_in_zone	utm_in_n	utm_in_e	utm_out_n	utm_out_e	gearnumber_set	set_number	newsetnum	timein_year	timein_month	timein_day	timein_hour	timein_min	timeout_month	timeout_day	timeout_hour	timeout_min	capture	common_name	species_name	unknown_species_note	fl_cm	tl_cm	sex	weight_g	abundance	notes	notes2
2876	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	White Sucker	Catostomus commersonii	NA	28.2	29	NA	NA	1	NA	NA
2877	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	White Sucker	Catostomus commersonii	NA	34.2	37.8	NA	NA	1	NA	NA
2878	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	27	29	F	NA	1	NA	NA
2879	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	26	27	F	NA	1	NA	NA
2880	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	28	29	F	NA	1	NA	NA
2881	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	29	30.2	M	NA	1	NA	NA
2882	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	34.8	35.2	F	NA	1	NA	NA
2883	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	27.2	29	F	NA	1	NA	NA
2884	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	24.5	27	F	NA	1	NA	NA
2885	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	23	25.4	M	NA	1	NA	NA
2886	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	25.8	29	F	NA	1	NA	NA
2887	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	25	29	M	NA	1	NA	NA
2888	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	26.7	28.9	F	NA	1	NA	NA
2889	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	29	30.2	F	NA	1	NA	NA
2890	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	34.8	35.2	F	NA	1	NA	NA
2891	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	24	25	M	NA	1	NA	NA
2892	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	27	29.4	F	NA	1	NA	NA
2893	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	25	27	M	NA	1	NA	NA
2894	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	25.8	29	F	NA	1	NA	NA
2895	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	25	29	M	NA	1	NA	NA
2896	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	26	30	M	NA	1	NA	NA
2897	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	24.5	27.2	M	NA	1	NA	NA
2898	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	26.8	31.9	M	NA	1	NA	NA
2899	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	24.2	27.1	F	NA	1	NA	NA
2900	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	25	29.1	M	NA	1	NA	NA
2901	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	25.4	27.8	M	NA	1	NA	NA
2902	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	1	NA	2017	5	14	5	52	5	14	6	41	Y	Alewife	Alosa pseudoharengus	NA	24.9	27.1	M	NA	1	NA	NA
2903	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	2	NA	2017	5	14	10	17	5	14	11	39	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2904	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	24.6	28.1	F	NA	1	NA	NA
2905	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	25.6	26.7	F	NA	1	NA	NA
2906	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	27.1	29.9	F	NA	1	NA	NA
2907	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	25.3	27.9	M	NA	1	NA	NA
2908	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	28.1	21.9	F	NA	1	NA	NA
2909	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	25.7	30.1	F	NA	1	NA	NA
2910	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	26.9	31	F	NA	1	NA	NA
2911	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	25.2	28	F	NA	1	NA	NA
2912	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	24.9	22.5	M	NA	1	NA	NA
2913	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	27	30.5	F	NA	1	NA	NA
2914	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	25.1	27	F	NA	1	NA	NA
2915	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	25.2	27.9	M	NA	1	NA	NA
2916	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	26.4	27.5	M	NA	1	NA	NA
2917	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	27.9	30	F	NA	1	NA	NA
